,uf,id_municipio,nome_municipio,ideb_2017,aluno_turma,hora_aula,prof_cs,aprovacao,reprovacao,abandono,distorcao,promocao,repetencia,evasao,migracao_eja
2455,MG,3125804,Fernandes Tourinho,4.0,31.2,4.4,93.3,83.3,10.1,6.6,30.8,76.5,13.7,9.8,0
2456,MG,3125903,Ferros,3.9,27.8,4.5,87.5,90.9,6.5,2.6,32,89.5,3.7,5,1.8
2457,MG,3126000,Florestal,4.9,37.1,4.3,97.4,88.9,7.7,3.4,20.4,84.4,5.5,7.1,3
2458,MG,3126109,Formiga,4.3,33.5,4.4,98.7,88.9,7.3,3.8,17.5,83.7,6.7,6.5,3.1
2459,MG,3126208,Formoso,3.7,29.8,4.2,95.8,81.8,9.4,8.8,27.7,72.8,7.1,17.3,2.8
2460,MG,3126307,Fortaleza de Minas,2.6,28.8,4.4,87.5,83,10.7,6.3,24.3,76.7,13.3,7.5,2.5
2461,MG,3126406,Fortuna de Minas,4.0,32.2,4.5,78.6,76.5,12.4,11.1,35.4,69.7,25,3.8,1.5
2462,MG,3126505,Francisco Badaró,3.9,31.0,4.0,87.0,84.1,13.6,2.3,32.7,80.7,8.8,8.1,2.4
2463,MG,3126604,Francisco Dumont,3.7,31.5,4.4,94.7,87.9,2.4,9.7,20.6,86.8,3.8,6.8,2.6
2464,MG,3126703,Francisco Sá,3.4,28.9,4.4,86.7,87.6,5.6,6.8,17,86,5.4,7.6,1
2465,MG,3126752,Franciscópolis,3.8,31.4,4.4,88.5,79.6,8.4,12,37.1,74.6,6.3,17.3,1.8
2466,MG,3126802,Frei Gaspar,3.0,33.1,3.7,100.0,78.5,12.6,8.9,38.4,76.7,13.7,8.4,1.2
2467,MG,3126901,Frei Inocêncio,2.9,39.4,4.3,93.1,64.9,23.9,11.2,34.2,64.5,20.6,9.7,5.2
2468,MG,3126950,Frei Lagonegro,4.3,34.5,4.4,93.8,88.3,5.8,5.9,28.5,82.8,5.9,10.3,1
2469,MG,3127008,Fronteira,3.2,32.7,4.3,100.0,69.6,24.3,6.1,27.3,65.1,18.2,6.7,10
2470,MG,3127057,Fronteira dos Vales,3.5,27.4,4.4,95.7,91.6,4.7,3.7,43.1,87.9,5.1,4.7,2.3
2471,MG,3127073,Fruta de Leite,3.2,36.1,4.4,100.0,85.6,6,8.4,33.6,83.3,4.3,12.1,0.3
2472,MG,3127107,Frutal,3.5,35.6,4.3,98.3,75.7,12.4,11.9,28.4,71.8,11.3,14.3,2.6
2473,MG,3127206,Funilândia,3.0,26.6,4.1,79.5,77.1,12.1,10.8,46.7,76.2,12.3,6.3,5.2
2474,MG,3127305,Galiléia,3.7,27.2,4.4,87.9,83.4,3.8,12.8,36.5,77.9,7,12.9,2.2
2475,MG,3127339,Gameleiras,3.4,21.3,4.1,95.2,92.6,1.4,6,18.8,92.5,1.7,5.5,0.3
2476,MG,3127354,Glaucilândia,3.9,24.3,4.2,93.8,93,1.1,5.9,30.4,94.2,2.6,0.6,2.6
2477,MG,3127370,Goiabeira,4.3,23.6,4.5,100.0,86.4,4.2,9.4,34.7,85,9.2,5.8,0
2478,MG,3127388,Goianá,4.1,19.6,4.3,90.0,82.7,7.5,9.8,22.6,79.4,10.3,3.7,6.6
2479,MG,3127404,Gonçalves,4.4,27.8,4.3,100.0,85.4,8.5,6.1,26.9,82.7,4.2,6.5,6.6
2480,MG,3127503,Gonzaga,2.5,28.8,4.2,91.7,72.6,6.5,20.9,30,80.2,6.7,12.3,0.8
2481,MG,3127602,Gouveia,3.6,31.9,4.2,97.3,82.9,5.8,11.3,24.1,81.3,7.3,9,2.4
2482,MG,3127701,Governador Valadares,3.5,33.9,4.4,94.6,74.3,15.8,9.9,30.1,70,13.9,9.7,6.4
2483,MG,3127800,Grão Mogol,3.6,29.0,4.4,91.9,85.4,7.2,7.4,25,84.2,6,8.8,1
2484,MG,3127909,Grupiara,4.0,24.3,4.4,90.9,91.7,2.8,5.5,13.7,90.3,4.2,4.2,1.3
2485,MG,3128006,Guanhães,3.5,30.9,4.4,84.4,79.1,6.7,14.2,33.3,75.7,8,11.4,4.9
2486,MG,3128105,Guapé,3.4,37.4,4.3,96.4,77.1,7.7,15.2,33.2,76.9,15.6,5.5,2
2487,MG,3128204,Guaraciaba,4.1,37.4,4.4,92.9,85.6,9,5.4,25.2,83,6.2,9,1.8
2488,MG,3128253,Guaraciama,3.7,35.4,4.1,100.0,92.8,5.7,1.5,31.8,90.7,2.3,2.3,4.7
2489,MG,3128303,Guaranésia,3.5,34.1,4.1,100.0,74.4,10.8,14.8,32.7,71.3,11.1,11.8,5.8
2490,MG,3128402,Guarani,4.2,29.8,4.3,94.4,76.1,21.6,2.3,35.8,72.2,12.1,8.9,6.8
2491,MG,3128501,Guarará,3.6,27.6,4.0,92.3,67.8,17.1,15.1,55.8,66,12.2,9.5,12.3
2492,MG,3128600,Guarda-Mor,3.5,32.0,4.3,100.0,78,14.7,7.3,31.6,73.8,9.9,10.7,5.6
2493,MG,3128709,Guaxupé,4.3,38.1,4.3,98.9,84,7.6,8.4,22.8,79.1,7.8,8.9,4.2
2494,MG,3128808,Guidoval,4.4,35.4,4.4,100.0,79.8,10.3,9.9,25.4,76,8.3,11,4.7
2495,MG,3128907,Guimarânia,4.8,27.2,4.4,100.0,93.4,3.5,3.1,16.9,89.2,4.1,6.3,0.4
2496,MG,3129004,Guiricema,4.5,33.0,4.3,92.3,91.8,8.2,0,21.8,91.6,3,5,0.4
2497,MG,3129103,Gurinhatã,3.7,24.7,4.5,92.0,80.1,6,13.9,34.7,74.1,6.3,15.5,4.1
2498,MG,3129202,Heliodora,4.2,33.4,4.2,94.1,88.3,4.1,7.6,18.7,86.9,4.1,7.9,1.1
2499,MG,3129301,Iapu,4.1,32.4,4.3,96.3,77.4,9.2,13.4,33.7,73.4,13,8.2,5.4
2500,MG,3129400,Ibertioga,3.6,35.0,4.4,100.0,78.5,21.1,0.4,25.7,78.6,15.7,5.2,0.5
2501,MG,3129509,Ibiá,3.8,35.8,4.5,100.0,78.7,13,8.3,23.4,77.4,11.3,7.7,3.6
2502,MG,3129608,Ibiaí,3.4,23.0,4.2,100.0,80.7,11.6,7.7,35.4,78.4,9.8,4.8,7
2503,MG,3129657,Ibiracatu,3.5,22.6,3.9,94.8,86,9.5,4.5,35.9,80.1,9.4,9.9,0.6
2504,MG,3129707,Ibiraci,3.8,37.9,4.2,96.7,81.3,7.3,11.4,22.9,80.7,10.1,8.8,0.4
2505,MG,3129806,Ibirité,3.3,34.7,4.2,92.3,75.4,14.9,9.7,32.5,71.8,14.2,8.2,5.8
2506,MG,3129905,Ibitiúra de Minas,4.3,28.4,4.4,100.0,89.7,4.4,5.9,12,87.6,5.1,6.6,0.7
2507,MG,3130002,Ibituruna,3.8,28.2,4.4,100.0,86.1,9.5,4.4,18.4,84.2,10.8,5,0
2508,MG,3130051,Icaraí de Minas,3.4,28.4,4.2,89.6,80.9,11.4,7.7,36,79.7,11.4,6.3,2.6
2509,MG,3130101,Igarapé,3.2,36.4,4.3,87.7,68.2,26,5.8,33.8,62.9,21.5,8.4,7.2
2510,MG,3130200,Igaratinga,4.4,27.0,4.2,87.2,88.9,5,6.1,14.5,87,4.8,7.9,0.3
2511,MG,3130309,Iguatama,4.1,33.9,4.1,100.0,75.3,6.3,18.4,46.2,74.7,10.9,14,0.4
2512,MG,3130408,Ijaci,3.6,29.0,4.1,100.0,75.9,8.4,15.7,27,75.5,16.4,2.2,5.9
2513,MG,3130507,Ilicínea,4.7,33.3,4.3,100.0,87.8,3.9,8.3,27,85.7,6.1,3.8,4.4
2514,MG,3130556,Imbé de Minas,4.2,29.9,4.2,100.0,82.5,7.7,9.8,33.1,77.1,10,11.9,1
2515,MG,3130606,Inconfidentes,4.2,30.5,4.5,94.1,91,2.1,6.9,24,90.4,5.4,3.1,1.1
2516,MG,3130655,Indaiabira,3.8,29.7,4.3,96.2,93.4,2.7,3.9,27.8,89,3,7.7,0.3
2517,MG,3130705,Indianópolis,4.1,28.6,4.3,88.2,77.3,9.6,13.1,37,76.7,11.9,9.9,1.5
2518,MG,3130804,Ingaí,3.6,25.6,4.4,100.0,78,9.4,12.6,23.4,74.4,8.5,14,3.1
2519,MG,3130903,Inhapim,3.9,31.6,4.4,87.5,81.6,16.1,2.3,17.7,80.3,9.9,7.8,2
2520,MG,3131000,Inhaúma,3.9,32.3,4.6,81.8,86.5,6.9,6.6,28.5,85.1,5.9,7.5,1.5
2521,MG,3131109,Inimutaba,3.0,33.1,4.4,96.7,66.2,19.4,14.4,30.6,64.9,18.9,12.8,3.4
2522,MG,3131158,Ipaba,3.6,32.2,4.3,91.0,79.2,10.4,10.4,22.5,76.3,10,10.5,3.2
2523,MG,3131208,Ipanema,4.0,39.6,4.3,89.3,85.5,11.1,3.4,13,80.4,9.7,7.8,2.1
2524,MG,3131307,Ipatinga,4.1,37.7,4.3,97.9,81.1,11.8,7.1,24.9,77.9,10.1,8.2,3.8
2525,MG,3131406,Ipiaçu,3.3,22.7,3.9,100.0,69,13.5,17.5,36.5,66.7,11.9,13.8,7.6
2526,MG,3131505,Ipuiúna,4.4,30.9,4.4,100.0,87.2,1.2,11.6,25.5,85.3,4.5,8.2,2
2527,MG,3131604,Iraí de Minas,4.1,34.3,4.4,95.0,80.7,4,15.3,21.5,77.5,5.3,14.1,3.1
2528,MG,3131703,Itabira,3.9,35.3,4.4,94.2,80.8,15.4,3.8,31.6,77.9,11.7,5.9,4.5
2529,MG,3131802,Itabirinha,3.8,33.6,4.4,86.5,86.7,4,9.3,22.3,83.3,4,11.5,1.2
2530,MG,3131901,Itabirito,4.2,34.0,4.3,98.9,81,13.3,5.7,35.7,78.2,9.9,4.2,7.7
2531,MG,3132008,Itacambira,4.4,23.5,4.3,83.3,97,0.4,2.6,22.6,94.6,0.9,3.6,0.9
2532,MG,3132107,Itacarambi,3.0,34.8,4.0,91.6,77.2,10.7,12.1,41.7,74.8,11.7,12.2,1.3
2533,MG,3132206,Itaguara,4.2,35.0,4.3,91.7,80,8.3,11.7,25.7,78.4,8.3,10.7,2.6
2534,MG,3132305,Itaipé,3.2,31.9,4.2,79.4,68.3,23.2,8.5,39.1,66,14.5,15.7,3.8
2535,MG,3132404,Itajubá,4.0,35.0,4.3,98.9,78.7,14.2,7.1,29.7,74,12.5,7.9,5.6
2536,MG,3132503,Itamarandiba,4.4,30.5,4.2,87.5,83.4,11,5.6,28,81.6,8.5,6.7,3.2
2537,MG,3132602,Itamarati de Minas,3.9,24.8,4.4,100.0,80,10.5,9.5,25.3,77.9,4.2,9.5,8.4
2538,MG,3132701,Itambacuri,3.2,34.4,4.1,96.0,77.7,11.8,10.5,37,74.9,13.4,8.9,2.8
2539,MG,3132800,Itambé do Mato Dentro,4.0,31.0,4.4,84.6,97.8,1.1,1.1,23.7,91.7,2.1,5.2,1
2540,MG,3132909,Itamogi,4.0,34.4,4.2,100.0,85.9,2.7,11.4,23.7,82.5,4.9,11.4,1.2
2541,MG,3133006,Itamonte,4.1,33.2,4.3,97.1,80.3,14.1,5.6,26.2,80.3,11.7,5.8,2.2
2542,MG,3133105,Itanhandu,4.1,35.5,4.5,96.8,83.1,8.5,8.4,25,81.8,7.8,5,5.4
2543,MG,3133204,Itanhomi,3.9,32.7,4.1,78.3,75.9,8.3,15.8,32.5,73.3,15.4,5.9,5.4
2544,MG,3133303,Itaobim,3.1,34.9,4.2,96.4,71.5,16.8,11.7,33.9,67.7,13.2,5.4,13.7
2545,MG,3133402,Itapagipe,3.9,30.4,4.3,95.2,85.8,7.3,6.9,22.1,83.9,8.5,5.2,2.4
2546,MG,3133501,Itapecerica,4.1,30.1,4.3,96.8,93.4,3.5,3.1,17.2,90.6,4.1,4.6,0.7
2547,MG,3133600,Itapeva,4.5,26.9,4.0,92.3,92,3.8,4.2,26.9,84.6,4.8,9.7,0.9
2548,MG,3133709,Itatiaiuçu,4.2,37.8,4.1,100.0,84,13.1,2.9,36.8,80.2,5.9,7.2,6.7
2549,MG,3133758,Itaú de Minas,3.9,32.6,4.2,95.5,74,14.9,11.1,31.3,67.5,10.9,18.6,3
2550,MG,3133808,Itaúna,3.9,34.6,4.4,94.7,86.1,10.7,3.2,18.3,82.7,8.3,6.6,2.4
2551,MG,3133907,Itaverava,3.9,29.7,4.4,96.4,91.3,3.8,4.9,30.3,90.9,3,4.8,1.3
2552,MG,3134004,Itinga,3.0,31.4,4.4,88.3,75.1,17.3,7.6,35.3,71.7,15.9,8.4,4
2553,MG,3134103,Itueta,3.9,18.7,4.2,84.6,86.8,4.8,8.4,17.3,85.8,4.7,8.9,0.6
2554,MG,3134202,Ituiutaba,3.1,36.6,4.3,94.3,63.2,25.9,10.9,34.8,65.7,16.1,12.7,5.5
2555,MG,3134301,Itumirim,3.7,26.7,4.3,93.3,85.7,9.2,5.1,17.5,85.9,9.1,4.1,0.9
2556,MG,3134400,Iturama,3.6,32.9,4.2,98.2,76.6,19,4.4,25.9,71.1,13.8,10.3,4.8
2557,MG,3134509,Itutinga,3.4,28.7,4.3,100.0,78.2,17,4.8,19.8,76.8,11.3,9.5,2.4
2558,MG,3134608,Jaboticatubas,4.1,32.1,4.5,86.8,82.8,9.1,8.1,40,79.3,7.5,9.2,4
2559,MG,3134707,Jacinto,3.2,30.5,4.5,98.1,82.5,5.6,11.9,36.8,79.2,11.8,8.7,0.3
2560,MG,3134806,Jacuí,4.7,29.6,4.1,95.8,93.4,2.4,4.2,20.6,89.9,3.7,6.1,0.3
2561,MG,3134905,Jacutinga,4.0,36.6,4.1,90.9,88.1,1.3,10.6,20.6,82.3,3.1,12.4,2.2
2562,MG,3135001,Jaguaraçu,4.1,27.4,4.2,92.3,94.9,2.2,2.9,42.3,94.9,3,2.1,0
2563,MG,3135050,Jaíba,3.5,31.5,4.4,93.1,84.9,7.2,7.9,25.3,83.2,7.9,7.6,1.3
2564,MG,3135076,Jampruca,3.5,28.6,4.4,96.9,83.9,6.3,9.8,31,81.1,6,12.4,0.5
2565,MG,3135100,Janaúba,3.5,33.8,4.5,97.3,83.4,12.4,4.2,19.6,82.2,9.2,6.6,2
2566,MG,3135209,Januária,2.7,27.4,4.2,88.9,79.5,11.7,8.8,32.9,79.3,11.7,6.7,2.3
2567,MG,3135308,Japaraíba,4.4,17.7,4.0,96.4,86,9,5,20.3,81.1,11.3,7.6,0
2568,MG,3135357,Japonvar,3.3,31.2,4.4,97.5,81.5,13.3,5.2,21.4,81.1,11.7,6.2,1
2569,MG,3135407,Jeceaba,3.7,22.9,4.4,87.5,77.1,13.7,9.2,37.9,72.9,12.2,8.8,6.1
2570,MG,3135456,Jenipapo de Minas,3.7,28.3,4.3,75.7,85.9,8.2,5.9,33.9,83.9,8.9,7,0.2
2571,MG,3135506,Jequeri,3.2,28.2,4.3,89.8,78.6,13.9,7.5,28.5,79.5,8,11.6,0.9
2572,MG,3135605,Jequitaí,3.5,24.0,4.4,93.5,78,10.1,11.9,26.7,72.7,11,12,4.3
2573,MG,3135704,Jequitibá,3.3,38.5,4.5,88.2,76.8,14.3,8.9,23.8,73.9,16.5,8.7,0.9
2574,MG,3135803,Jequitinhonha,3.6,31.5,4.3,83.7,85.3,2.8,11.9,37.3,82.2,6.9,9,1.9
2575,MG,3135902,Jesuânia,4.6,29.6,4.4,100.0,85.7,10.2,4.1,17.6,85.8,6.8,7.4,0
2576,MG,3136009,Joaíma,3.4,36.6,4.5,90.9,81,7.6,11.4,36.1,81.3,8,8.5,2.2
2577,MG,3136108,Joanésia,4.2,26.3,4.3,95.5,83.1,11.7,5.2,32.5,80.4,9.1,10,0.5
2578,MG,3136207,João Monlevade,4.1,36.9,4.4,96.9,82.5,12.1,5.4,26.9,80.7,9.1,7.3,2.9
2579,MG,3136306,João Pinheiro,3.8,32.7,4.2,95.3,90.7,1.3,8,21.9,86.5,3.7,7.9,1.9
2580,MG,3136405,Joaquim Felício,3.7,27.3,4.3,100.0,83.1,10,6.9,31.7,81.7,13.4,4.9,0
2581,MG,3136504,Jordânia,3.1,36.3,4.2,93.9,85.4,2.6,12,42.6,84.2,9.9,4.8,1.1
2582,MG,3136520,José Gonçalves de Minas,4.0,30.8,4.0,90.0,90.6,6.6,2.8,22.8,87.4,6.7,5.9,0
2583,MG,3136553,José Raydan,4.1,25.2,4.5,92.9,87.6,6.9,5.5,25.6,86,9,3.6,1.4
2584,MG,3136579,Josenópolis,3.2,32.2,4.3,95.5,87.4,7.4,5.2,19.7,84.5,7.7,6.7,1.1
2585,MG,3136603,Nova União,4.0,31.3,4.2,83.3,92.3,2.2,5.5,23,90.4,3.6,5.4,0.6
2586,MG,3136652,Juatuba,3.3,33.3,4.1,92.9,71.2,20.2,8.6,34.6,65.4,14.8,11.1,8.7
2587,MG,3136702,Juiz de Fora,3.1,32.0,4.3,98.1,69.9,22.7,7.4,38.5,69,16,7.9,7.1
2588,MG,3136801,Juramento,2.7,25.6,4.1,77.8,79.3,20.2,0.5,31.2,78.9,15,4.7,1.4
2589,MG,3136900,Juruaia,4.4,37.9,4.0,100.0,81.3,9.1,9.6,24.5,80.2,6.9,11.9,1
2590,MG,3136959,Juvenília,3.4,20.8,4.4,95.9,88.3,3.9,7.8,36.9,87.2,4.9,6.7,1.2
2591,MG,3137007,Ladainha,3.0,30.9,4.4,95.2,68.5,19.4,12.1,39.9,67.3,13.9,14.5,4.3
2592,MG,3137106,Lagamar,4.4,19.1,4.4,97.6,93.3,5.6,1.1,9.4,89.3,5.3,2.8,2.6
2593,MG,3137205,Lagoa da Prata,4.0,37.7,4.2,97.2,90,6.6,3.4,17.7,85.2,5.2,7.6,2
2594,MG,3137304,Lagoa dos Patos,4.5,29.5,4.2,95.0,93,1.2,5.8,35,86.1,2,6.6,5.3
2595,MG,3137403,Lagoa Dourada,5.0,29.4,4.2,100.0,89.1,8.4,2.5,21.7,87.9,6.1,5.7,0.3
2596,MG,3137502,Lagoa Formosa,4.7,32.3,4.5,94.8,85.6,6.4,8,18.1,84.3,6.3,8.7,0.7
2597,MG,3137601,Lagoa Santa,3.3,33.9,4.3,93.8,80.3,12.2,7.5,31.9,75.8,10.3,5.9,8
2598,MG,3137700,Lajinha,2.9,29.5,4.0,98.5,82.6,8.7,8.7,28,78.5,9.1,9.1,3.3
2599,MG,3137809,Lambari,4.6,34.3,4.3,100.0,83.7,11.9,4.4,23.2,80.8,10.7,6.4,2.1
2600,MG,3137908,Lamim,4.1,20.1,4.1,95.0,83.6,6.9,9.5,28.6,82.5,9.6,6,1.9
2601,MG,3138005,Laranjal,4.3,22.9,4.4,95.0,89.3,5.7,5,22.5,85.7,7.5,2.5,4.3
2602,MG,3138104,Lassance,3.1,32.8,4.0,96.3,75.3,20.2,4.5,39.3,73.2,15.2,8.4,3.2
2603,MG,3138203,Lavras,4.1,36.0,4.4,96.2,82.6,9.7,7.7,32.3,78.6,9.3,9.4,2.7
2604,MG,3138302,Leandro Ferreira,4.2,25.3,3.9,100.0,79.2,13.9,6.9,48,67.2,12.5,19.5,0.8
2605,MG,3138351,Leme do Prado,4.5,25.1,4.3,92.7,87.9,9.3,2.8,27,84.5,7.9,5.5,2.1
2606,MG,3138401,Leopoldina,3.5,30.1,4.2,95.6,74.4,18.8,6.8,36.6,71,15.4,8.1,5.5
2607,MG,3138500,Liberdade,4.2,36.5,4.5,94.1,87.2,7.8,5,25.1,85.9,4.1,8.6,1.4
2608,MG,3138609,Lima Duarte,4.2,26.1,4.3,95.1,88,7.3,4.7,28.4,85.1,6.8,6.3,1.8
2609,MG,3138625,Limeira do Oeste,4.4,29.3,4.3,100.0,79.8,11.7,8.5,34.2,75.4,12.1,8.3,4.2
2610,MG,3138658,Lontra,3.5,29.3,4.1,100.0,80.6,7.3,12.1,21.7,79.6,11.5,8.5,0.4
2611,MG,3138674,Luisburgo,3.7,37.8,4.2,100.0,72.1,16.4,11.5,18.1,69.7,9.5,20.3,0.5
2612,MG,3138682,Luislândia,3.3,32.4,3.9,81.3,80,11.2,8.8,33.4,79.6,9.2,9.4,1.8
2613,MG,3138708,Luminárias,4.2,28.9,4.4,88.5,80.6,11.9,7.5,42.3,69.4,13.9,8.3,8.4
2614,MG,3138807,Luz,2.5,36.9,4.3,94.7,76,3.8,20.2,22.1,77.1,7.2,13.3,2.4
2615,MG,3138906,Machacalis,3.0,33.5,4.4,92.3,83.5,4.9,11.6,33.7,81.8,8.5,7.3,2.4
2616,MG,3139003,Machado,3.7,32.8,4.5,100.0,81.8,9.6,8.6,19.3,80.1,10.8,6.6,2.5
2617,MG,3139102,Madre de Deus de Minas,4.3,30.0,4.4,89.5,92.3,2.1,5.6,33.8,89.2,4.7,5.7,0.4
2618,MG,3139201,Malacacheta,3.6,31.2,4.4,92.5,80.2,10.4,9.4,28.6,77.7,11.5,9.1,1.7
2619,MG,3139250,Mamonas,4.0,34.5,4.5,100.0,96,2.2,1.8,11.6,94.9,2.2,2.9,0
2620,MG,3139300,Manga,2.8,30.9,4.0,90.2,74.8,13.6,11.6,37.7,72.5,15,10.6,1.9
2621,MG,3139409,Manhuaçu,3.2,30.7,4.1,98.2,72.1,15.5,12.4,28.1,69.8,12.4,12.5,5.3
2622,MG,3139508,Manhumirim,3.1,29.3,4.1,100.0,70.7,17.8,11.5,31.4,74,8.5,11.9,5.6
2623,MG,3139607,Mantena,4.7,34.9,4.4,90.6,94.2,5,0.8,15.6,89,4.1,6.1,0.8
2624,MG,3139706,Maravilhas,4.2,30.0,4.3,100.0,89.9,4.7,5.4,27.7,86.5,4,6.2,3.3
2625,MG,3139805,Mar de Espanha,3.8,35.5,4.1,100.0,76.4,17.4,6.2,35.6,73,8.7,11.2,7.1
2626,MG,3139904,Maria da Fé,3.9,33.3,4.4,89.6,83.2,13.8,3,24.3,80.3,13.6,5.8,0.3
2627,MG,3140001,Mariana,3.5,26.7,4.3,92.5,74.3,12.4,13.3,44.7,69.7,13.5,13.6,3.2
2628,MG,3140100,Marilac,3.8,29.8,4.5,95.5,85.1,7.4,7.5,33.2,79.5,5.6,8.8,6.1
2629,MG,3140159,Mário Campos,3.2,31.8,3.9,85.7,87.4,4.5,8.1,28.7,85.4,5.3,6.4,2.9
2630,MG,3140209,Maripá de Minas,4.0,25.0,4.0,100.0,86.4,4.8,8.8,30.7,84.5,6.1,8.8,0.6
2631,MG,3140308,Marliéria,4.6,26.3,4.4,97.0,93.1,6.9,0,30,82.5,5.7,9,2.8
2632,MG,3140407,Marmelópolis,4.9,27.0,4.5,100.0,88.7,3.8,7.5,16.3,86,2.2,11,0.8
2633,MG,3140506,Martinho Campos,4.2,28.4,3.9,95.6,80.1,7.1,12.8,32.6,80,8,10.7,1.3
2634,MG,3140530,Martins Soares,3.3,30.1,4.3,96.2,70.6,9.3,20.1,30.6,68.7,11.6,15.8,3.9
2635,MG,3140555,Mata Verde,3.9,33.7,4.1,84.8,86.3,6.8,6.9,39.4,85.6,6.7,7.6,0.1
2636,MG,3140605,Materlândia,3.8,24.1,4.2,85.7,78.9,9.4,11.7,47.5,75.9,10.2,12.7,1.2
2637,MG,3140704,Mateus Leme,3.9,34.8,4.1,89.2,78.7,13.8,7.5,28.8,74.2,12.1,8.7,5
2638,MG,3140803,Matias Barbosa,3.8,36.0,4.0,100.0,82.1,12.8,5.1,42.3,77.2,8.9,4.7,9.2
2639,MG,3140852,Matias Cardoso,2.8,27.2,4.2,75.5,87.2,4.5,8.3,28.8,86.2,7.6,5.8,0.4
2640,MG,3140902,Matipó,3.4,32.3,4.0,95.3,76.7,7.3,16,35.6,73.1,13.6,9.2,4.1
2641,MG,3141009,Mato Verde,3.6,35.6,4.3,100.0,88.1,5.2,6.7,19,89.3,4.8,5.3,0.6
2642,MG,3141108,Matozinhos,3.9,32.5,4.4,91.9,79.9,14.7,5.4,23.2,77,13.3,5.3,4.4
2643,MG,3141207,Matutina,4.6,29.5,4.3,93.8,90,3.3,6.7,11,88.4,5.8,4.1,1.7
2644,MG,3141306,Medeiros,3.6,19.7,4.1,100.0,82.8,9.5,7.7,21.2,81.2,10.3,8.5,0
2645,MG,3141405,Medina,3.2,36.0,4.5,82.6,84,10.4,5.6,35,82.7,8.3,6.5,2.5
2646,MG,3141504,Mendes Pimentel,4.4,29.6,4.5,100.0,92.4,2.4,5.2,32,84.6,6.6,8.3,0.5
2647,MG,3141603,Mercês,3.7,32.7,3.9,100.0,87.4,5.8,6.8,37.5,81.4,9.7,6.1,2.8
2648,MG,3141702,Mesquita,3.5,38.2,4.3,90.5,78.6,12.2,9.2,14,78.6,10,10.5,0.9
2649,MG,3141801,Minas Novas,3.8,27.2,4.3,91.4,85,9.7,5.3,32.7,82.6,10,5.7,1.7
2650,MG,3141900,Minduri,3.9,27.3,4.5,100.0,84.7,11.7,3.6,25.6,83.5,7.3,8.5,0.7
2651,MG,3142007,Mirabela,2.7,33.9,4.3,95.7,77.5,13.3,9.2,26.8,79.4,7,10.2,3.4
2652,MG,3142106,Miradouro,4.3,28.7,4.2,94.1,90,2.3,7.7,29.1,87.7,3.4,6.2,2.7
2653,MG,3142205,Miraí,2.9,31.9,4.1,94.9,73.1,8.2,18.7,29.5,73.3,14.8,6.2,5.7
2654,MG,3142254,Miravânia,3.0,28.5,4.3,100.0,83.9,8.4,7.7,27.2,83.4,8.9,7.7,0
2655,MG,3142304,Moeda,4.2,32.3,4.5,100.0,86.3,11.9,1.8,42.5,79.7,9.7,10.6,0
2656,MG,3142403,Moema,4.3,26.0,4.2,100.0,87.5,7.1,5.4,22.8,82.8,7.7,7.3,2.2
2657,MG,3142502,Monjolos,3.5,28.9,4.0,88.2,77.2,1.5,21.3,48,87.9,4,6.5,1.6
2658,MG,3142601,Monsenhor Paulo,4.4,28.8,4.1,88.9,88.8,6,5.2,15.8,86.9,5.9,6.4,0.8
2659,MG,3142700,Montalvânia,3.7,26.0,4.1,87.8,86,5.7,8.3,25.8,84.3,8.2,7,0.5
2660,MG,3142809,Monte Alegre de Minas,2.8,35.5,4.3,97.6,62.9,12.3,24.8,38.8,63.2,20.1,8.8,7.9
2661,MG,3142908,Monte Azul,3.7,32.4,4.5,98.6,94.4,2.7,2.9,7.8,92.7,4.4,2.9,0
2662,MG,3143005,Monte Belo,4.1,33.2,4.1,100.0,80.1,9.4,10.5,19.2,76,6.9,13.5,3.6
2663,MG,3143104,Monte Carmelo,3.9,38.7,4.3,97.2,78.4,9.2,12.4,19.8,75.5,9,12.9,2.6
2664,MG,3143153,Monte Formoso,3.8,40.0,4.4,96.6,93.7,2.5,3.8,33.8,87.6,2.5,8.5,1.4
2665,MG,3143203,Monte Santo de Minas,3.9,30.9,4.3,97.6,85.7,5.7,8.6,21.5,83.8,5.1,10.2,0.9
2666,MG,3143302,Montes Claros,3.5,32.8,4.4,97.9,81.2,13.1,5.7,23.1,78.6,10.5,6.6,4.3
2667,MG,3143401,Monte Sião,3.7,32.3,4.2,97.1,81.7,16.4,1.9,25.6,78.1,7.8,11.8,2.3
2668,MG,3143450,Montezuma,3.9,33.5,4.5,100.0,91.2,3.3,5.5,18.2,87.8,3.3,7.9,1
2669,MG,3143500,Morada Nova de Minas,4.0,26.9,4.2,100.0,78.7,8.3,13,29.4,76.7,6.1,15.2,2
2670,MG,3143609,Morro da Garça,3.4,27.3,4.1,92.9,62.2,26.1,11.7,46.6,52.8,33.7,11.7,1.8
2671,MG,3143708,Morro do Pilar,3.2,28.7,3.8,75.0,81.7,2,16.3,48.8,79.7,16.3,4,0
2672,MG,3143807,Munhoz,3.7,28.2,4.3,96.0,81,10.9,8.1,19.7,81.1,11,7.5,0.4
2673,MG,3143906,Muriaé,4.0,31.9,4.2,96.1,80.2,12.5,7.3,25.3,77.9,8.3,10.9,2.9
